X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,y
0.4052947541734313,0.026376341798502123,0.29231753630063884,0.09096419140065637,0.6722489146039188,0.7751094983030223,0.1305957214967428,0.590447068109337,0.31795418590329316,0.22635709123993886,3.5276653033294814
0.8919853835410052,0.5288747548975851,0.9109739966220484,0.5934616341398983,0.005995958375727084,0.38228560285052604,0.1763436317982493,0.7734929835880083,0.3651605577004253,0.8420620268844614,5.470636530397934
0.36030478660823395,0.5213850300575119,0.6299584487576768,0.8011300503162622,0.24099834554177468,0.7404780784419562,0.409647015624814,0.5337187818973769,0.9090843545422619,0.9099104710680667,6.056615362855935
0.7110250614974675,0.1988312004871179,0.006037061856776993,0.34791916434994896,0.6744701832486798,0.5748353596889406,0.5307595178686544,0.26403152358493465,0.699902528368195,0.6575200501632515,4.665331651113967
0.14050367776183958,0.5901335123871297,0.9992736039712791,0.5948190864690569,0.08608405967226451,0.14170691494461218,0.49422225932170316,0.778718411231472,0.25009938435557555,0.9170242488946712,4.992585159009604
0.2645295841020042,0.7908403400937908,0.6831285858966379,0.502298524391222,0.14621106551460494,0.3867126027219344,0.12986769035152212,0.5370374115384726,0.8006299746880122,0.05769909089848613,4.298954870196687
0.14643059331617625,0.5561951152381497,0.042925338171107774,0.00038251634583830185,0.2918986618742888,0.1331156424607184,0.15768612697290285,0.021786541158453687,0.3793291426188128,0.3669345212930949,2.0966841994495433
0.3100278559711195,0.863809868645664,0.47715903745715227,0.8863715941670447,0.6632963175256247,0.8787814183228498,0.7352745933599387,0.5491998891854468,0.8892756393362383,0.09311230248205593,6.346308516453135
0.5169641421553994,0.7228946884123378,0.6576842545833266,0.19269980498461492,0.24710922029756732,0.6447546267895069,0.4906885696192166,0.7745237296635895,0.25077487608620597,0.8645344281125099,5.3626283407042745
0.8421991244887107,0.39475558736509975,0.6777165004901162,0.8760813707405456,0.9121462545585738,0.3906842821165901,0.6626706886013395,0.35859609914351176,0.28857944836617155,0.7927753667597437,6.196204722630402
0.1423289606394671,0.5870039748355936,0.014237945616728642,0.5607792398324594,0.5751337469160914,0.2925456192598177,0.7455854242842209,0.41918171916813274,0.040524053830864104,0.9799836907028497,4.357304375086225
0.9210843119793077,0.48353519480091356,0.7905952626548202,0.6032033155172283,0.17265147731434805,0.500379240755508,0.8988190416482321,0.7792813138379725,0.6639332594693668,0.9516909494352954,6.765173367412993
0.6128088536821075,0.9823854721881164,0.10760050641975172,0.8176070757229197,0.8386832091810703,0.4340670387093294,0.582774863050908,0.08903826147750749,0.4392695104893152,0.5696970946520111,5.473931885573037
0.6432401816019688,0.14926846427005913,0.30156350332211734,0.2564395698650779,0.27491589869758504,0.9792144819176931,0.7823638690531199,0.6062980038552788,0.34717232915709495,0.28604068186858267,4.626516983608578
0.1734012217568941,0.36536038947313276,0.9118674187018455,0.4293032726278019,0.10490031046067838,0.8240879255176482,0.9410951036650952,0.14248492614976682,0.6732216562385044,0.5281989561742488,5.093921180765616
0.12934876845706056,0.33801558084234595,0.5779581059561568,0.5484393369846914,0.7906620951398767,0.05628640556961928,0.5164313494569119,0.42730687785552457,0.9090650197242096,0.6653987451975412,4.9589122851839385
0.5404769467418483,0.19654527998560556,0.9040346411071699,0.19454432360806617,0.46532964557395073,0.287358843852048,0.21728502754954704,0.5763622192152249,0.3877469434563603,0.19063345937594312,3.9603173304657635
0.09000077380827576,0.7037184810266014,0.21659376617872161,0.054529137595681454,0.43738494790701943,0.6726761671091714,0.9039937098194534,0.27252373913252936,0.4248974973025935,0.5583816819007745,4.334699901780822
0.10622670240756293,0.5393333489663814,0.799058810055955,0.8239286865874964,0.5564082171921207,0.5346929597835058,0.9776608929910702,0.21898861377716017,0.1608425656776502,0.39296002294031185,5.110100820379214
0.4853677155976067,0.21355010526123774,0.6500176123864181,0.6100019321329512,0.4036282984470163,0.48754682746442657,0.6094732984062925,0.8995652843549743,0.5300456800933929,0.9083953265749689,5.797592080719285
0.8361468754340748,0.42609145763953704,0.3680207986293983,0.8341227529499419,0.8187819062455316,0.7881006607604277,0.8842375887898533,0.8891482738538927,0.31222505644675647,0.18938088056319324,6.346256251312607
0.7175585955933284,0.23427575344623353,0.09187818441988538,0.6793881189871512,0.009976920453231841,0.5510904201274585,0.19551173236370645,0.023176185006643313,0.3498332469422911,0.9667536346110818,3.819442791951011
