epoch,accuracy,loss,val_accuracy,val_loss
0,0.4888850748538971,1.5002857446670532,0.5141617059707642,1.271140694618225
1,0.5442060232162476,1.1930263042449951,0.5526801347732544,1.1496150493621826
2,0.5535086989402771,1.1338754892349243,0.5569708347320557,1.112514853477478
3,0.561271071434021,1.1036312580108643,0.570124089717865,1.086181640625
4,0.572370707988739,1.0781631469726562,0.5769696235656738,1.0661965608596802
5,0.5765575170516968,1.061875820159912,0.5755149722099304,1.0541213750839233
6,0.5800353288650513,1.0485299825668335,0.5811869502067566,1.0419949293136597
7,0.5822173357009888,1.039128065109253,0.5856854915618896,1.037083387374878
8,0.5851878523826599,1.0303075313568115,0.5852331519126892,1.0256682634353638
9,0.5874860286712646,1.0228813886642456,0.5878980755805969,1.019056797027588
10,0.5890751481056213,1.0161616802215576,0.5900250673294067,1.0138225555419922
11,0.5908843874931335,1.011317253112793,0.591320812702179,1.0111013650894165
12,0.5930969715118408,1.006262183189392,0.590379536151886,1.0148309469223022
13,0.5936287045478821,1.0025149583816528,0.5952447652816772,1.00015127658844
14,0.5943621397018433,0.9992355108261108,0.5971273183822632,0.995448887348175
15,0.5973204374313354,0.9943073391914368,0.5950247645378113,0.9958391189575195
16,0.5970392823219299,0.9937826991081238,0.5993887782096863,0.9914639592170715
17,0.5984572768211365,0.9905318021774292,0.5934233665466309,0.9934189915657043
18,0.5990135073661804,0.9877540469169617,0.6010390520095825,0.98737633228302
19,0.6002665162086487,0.9854003190994263,0.6011368632316589,0.9836696982383728
20,0.601757824420929,0.9827417135238647,0.6007823348045349,0.9822199940681458
21,0.6021734476089478,0.9797156453132629,0.6029826998710632,0.980795681476593
22,0.6023629307746887,0.9786000847816467,0.6025670766830444,0.9785894155502319
23,0.6034448146820068,0.9751449823379517,0.6051341891288757,0.9744726419448853
24,0.6036403775215149,0.9733367562294006,0.6038017272949219,0.9748225808143616
25,0.6044777631759644,0.9721724987030029,0.6044496297836304,0.9720052480697632
26,0.6054068207740784,0.9697393178939819,0.6054275631904602,0.9716883897781372
27,0.6055351495742798,0.9686775207519531,0.60698002576828,0.9686895608901978
28,0.6057674288749695,0.9675214886665344,0.6040095090866089,0.9690935015678406
29,0.6065986752510071,0.9643781185150146,0.6059531569480896,0.9699198007583618
30,0.6069592833518982,0.9629930257797241,0.606637716293335,0.9636344909667969
31,0.6076682806015015,0.9613349437713623,0.6079701781272888,0.9622736573219299
32,0.6079249978065491,0.9588655233383179,0.6078357100486755,0.9654331207275391
33,0.6084628701210022,0.9582908153533936,0.6017602682113647,0.9701251983642578
34,0.6077355146408081,0.9573644399642944,0.606637716293335,0.9662045240402222
35,0.6094346642494202,0.9552603363990784,0.6050363779067993,0.9665326476097107
36,0.6096608638763428,0.9541864395141602,0.6075912117958069,0.9612442255020142
37,0.6099298000335693,0.9525120854377747,0.60870361328125,0.9587774276733398
38,0.6101314425468445,0.9513340592384338,0.6066010594367981,0.9589919447898865
39,0.6102536916732788,0.9512619376182556,0.6073100566864014,0.9554733633995056
40,0.6112805604934692,0.9491724371910095,0.6106716990470886,0.9503651857376099
41,0.6114456057548523,0.9467217922210693,0.605121910572052,0.9539355039596558
42,0.612637460231781,0.9448041915893555,0.6096082329750061,0.9522503018379211
43,0.6121546030044556,0.9437454342842102,0.6106350421905518,0.9504484534263611
44,0.613401472568512,0.9424378275871277,0.6091436743736267,0.9495283365249634
45,0.6132608652114868,0.9413406252861023,0.610414981842041,0.947582483291626
46,0.6140370965003967,0.9394799470901489,0.6110384464263916,0.9473544359207153
47,0.6135359406471252,0.9398432374000549,0.610414981842041,0.9500856399536133
48,0.6144527792930603,0.9385131001472473,0.6106839179992676,0.9464080929756165
49,0.6145811080932617,0.9370720386505127,0.6104883551597595,0.9467071890830994
50,0.6156996488571167,0.9348675012588501,0.6131532192230225,0.9422207474708557
